"var1" "var2" "var3" "var4" "var5"
"1" 0.645259496983146 3.04285114104004 3.99901702644169 5.05780092349838 7.89927586060758
"2" 3.52846076467331 4.360281076309 2.58926989253546 10.7594305657406 5.75102830106757
"3" 3.59287618507782 3.53451427585974 4.13054040544046 6.89435629772849 8.58484475800331
"4" 3.6155271482308 4.91038249180197 5.66172768439983 7.89002848132436 11.062160019602
"5" -1.13138508713591 5.41448608236937 5.20059081178959 11.8155960730195 7.02336889599355
"6" 1.91064537114939 3.02104895559666 1.38185796429374 3.89969536813596 7.48833314605019
"7" 3.15930436313541 3.21153718798466 0.751102868191357 4.58281523155643 10.2545054820255
"8" 1.83255309292366 4.47681651246232 0.617084491391188 5.47365989479947 7.85787462278579
"9" 2.78246726936764 3.33854348434409 3.10089665355789 6.05888759902172 8.22739849287302
"10" 2.16677531603188 2.01816836748457 4.41325164520713 5.58885718601013 7.90421948673278
"11" 2.23273592079631 3.75505024283318 1.31300239911566 7.51840614230877 8.68594555200431
"12" 2.9353055086091 3.12307011694979 0.580797422761274 4.84426274765744 7.01345313492148
"13" 3.04379062413525 2.54917468247275 1.31632623244213 4.71043578980188 6.27114159050518
"14" 3.63641821048979 3.81452729046347 -0.377079025676843 5.7724492436421 4.54889812870837
"15" 3.04867696723775 4.30883611448614 4.96837865639556 3.05748113734968 5.37805352403973
"16" 1.12121891987835 4.10148230475201 2.20505524829651 2.97850176493678 10.3807445536102
"17" 1.32443496478854 3.17150383826056 0.00154246739523353 6.89491008443836 10.5954784737083
"18" 3.11599348771913 0.21466652919394 2.99917363205376 4.41466497612937 6.77799922297128
"19" 1.39570948139498 3.17365233838452 0.646549020158269 7.13080328524147 10.170466953826
"20" 1.868820761264 3.08773552934581 2.88492529603336 6.92124712700412 4.79964823892466
"21" -0.91036887410639 3.418280737369 1.52341671034763 3.2754090153092 7.30070075305608
"22" 2.19361370265882 2.97263372494969 3.17334001201626 4.08692389813757 6.04864120681329
"23" 2.23360912205931 4.35750161031608 3.52079938589266 5.65470193933717 5.31974394672825
"24" 2.03229277473499 2.80436316169162 1.8230356300454 6.63061909569422 5.93366925319275
"25" 2.57892122030039 3.96727748362474 1.39842401984933 5.19567214756699 7.33296537443047
"26" -0.198998976576893 2.85898772450329 2.78491722856928 7.36335909135482 6.70405882939377
"27" -0.278739302189946 0.504880172477065 3.08709755806117 8.45749136047266 7.74061237696956
"28" 0.369875591404014 4.92059015954731 -0.249747915101055 -0.230310277164789 4.39253958003411
"29" 1.38616663498718 3.88719230205068 2.78017808460684 5.76675700472401 7.14106246203431
"30" 1.57481955158877 3.44814394074868 3.25900685287369 8.26526120802781 9.18971836280253
"31" 1.53026138735784 5.13149359604336 1.6284338615232 8.15149638205826 10.9682660006635
"32" 3.76969286782471 3.32491470341707 2.94762640775999 6.13860979897999 9.19860875822223
"33" -1.52201985697362 2.73867641003674 2.90518967291752 3.90679395474554 5.14069838917843
"34" 1.54389326408858 3.49045660164805 3.72123940267582 5.75640569884564 10.7037405385325
"35" 3.26180073569874 3.50803488022176 3.74338838264762 6.63179737685093 10.2311027889235
"36" 0.681901469885456 2.29771201117431 2.14158078016491 6.43364415491973 5.76341145953938
"37" 3.40528151714179 0.16638658535053 1.49872031202395 3.53927819983842 8.16691756743733
"38" 1.17881738484167 2.66642310104646 2.17331152971673 6.68101054324975 6.52712455449804
"39" 0.262051987273934 3.93334449186656 1.60063647580589 4.05473137103133 11.0298477135071
"40" 2.24694728871671 2.64782212569808 0.133399476780935 7.88564355269275 10.0248490849623
"41" 2.81550707080332 3.1782574000257 1.20593803500283 10.1270062668759 8.19352576655525
"42" 2.89049377664139 2.52641858727239 3.63523735972038 9.56385472807267 8.66675891135329
"43" 2.36664972869548 3.46732754466882 4.05213955670559 5.01552725390745 8.8228864955574
"44" 3.20772166420815 4.07123003728275 3.44578877065619 8.16542682294643 5.62064498670709
"45" 3.06771327377615 4.69204243163894 0.86359967906827 4.76937359919702 5.98691163824825
"46" 1.2792164788409 5.49755728550201 1.72981810179681 6.71701850185024 7.43756306101585
"47" 1.36591041342788 5.50538798499939 3.95606230643627 7.27354537886074 6.5836500096051
"48" 3.0990813461485 3.34065899410114 3.24149225183128 4.10098300595527 4.42651084217756
"49" 0.633181675221337 1.7926489732909 -0.264905005001516 5.97125935933803 3.71735371454106
"50" 3.37488710651752 3.07058478699847 -0.526273759666353 5.51687853707206 3.42907477447313
"51" 1.85226924524285 3.44912133971439 0.71309186976446 7.66203702393216 6.11833531351105
"52" 2.80945762296447 1.82191574486404 2.14965182752357 7.06864828787648 2.67770777421227
"53" 2.72066932097208 4.41114007501216 2.52617654233258 7.67629161121877 5.9487142638765
"54" 1.27599414938391 1.53138915415969 2.01745865481141 6.35566336845452 7.23730342152875
"55" 6.52247215048342 3.78116243779089 4.49274900896077 8.98262664772761 4.442330484403
"56" 2.63557044430985 1.49352596259154 2.81412824901651 3.96687859052524 7.13177236384941
"57" 2.7146269288544 1.32883714441963 3.49377360724273 9.71430216756541 5.20567696077916
"58" 3.76183902984507 0.517943965071025 1.11424896994832 8.40132298312712 3.68325427255643
"59" 2.66837413000474 3.91702481415489 1.11747138219749 5.54824822737172 6.47283649453584
"60" 1.45152526932367 6.02228312982022 1.67849427223419 3.23100274865038 9.03145878336897
"61" 4.18606209657824 -0.100036594223292 -1.00633596465414 7.64883589877846 9.59488367085729
"62" 3.84550487138832 2.35956757366846 3.19641150679807 4.92121183176137 3.80278363319503
"63" 0.997540504957819 3.64339973549569 1.62437743304991 4.37356242361676 5.02314675835648
"64" -0.872039490331741 4.53475628926946 1.39939497576554 3.02590416446398 7.12808603694507
"65" 2.04296230634727 1.401153703072 1.05289949652374 3.95695226955332 4.96513421197646
"66" 2.82612981620314 5.07051224975823 1.68946443526582 6.12480074095511 4.63795304848774
"67" 1.54492451177406 1.6798958259769 1.32574229227275 4.56668130196657 7.8217813581996
"68" 3.69620584435009 2.39079293210302 0.61780844272083 8.25379004817728 5.46097192417429
"69" 2.6145932479449 2.46591326146694 2.8390006055883 6.65449002916419 6.85360261767324
"70" 1.87531887868991 0.771692984893442 -0.813712596613359 8.70818986625695 5.10142886321893
"71" 2.95759138946965 1.191101194456 1.4939819157315 4.11566243934942 6.21516927016958
"72" 2.84083832878309 2.64490563104677 -0.234864299377992 3.5994333705863 6.74406874305083
"73" 4.41608506478387 3.4700639408832 0.925652124140786 7.12231339341456 8.36749546286563
"74" 1.41987899411359 1.30065506543764 2.04203064124733 8.93497620553409 6.96924919880446
"75" 3.80791018600686 3.64399581894833 2.56788466438074 4.24014471482471 7.58649073822844
"76" 1.2702542411774 -1.15271210032821 3.93645194919812 5.53984606281387 4.79637768944548
"77" 3.65225204067718 4.4482959561493 0.40845894154116 5.86907950874341 8.08661609753978
"78" 3.17020997033973 2.60900633667539 1.38840961196707 5.29096966614481 7.96135118713531
"79" -1.36167894549347 4.66622774372625 3.71272771665556 5.58533278966283 7.07108675524168
"80" 1.68674036970742 2.3460999002994 0.893539200355536 6.37175418134945 6.53784985566583
"81" 1.10174916697986 3.60587244842786 3.02625593165298 3.96716913402316 9.20375987924045
"82" 1.54716757822318 2.27607919930442 2.26418025422498 7.72934814534488 8.90772749116853
"83" 1.78574446764896 2.1168705535407 2.61636805717814 6.05643700121234 3.57350875015844
"84" 3.06412169759025 4.7142041351038 4.30609200682211 6.01222873319353 7.46109725081825
"85" 0.0128807874790344 3.56464303974087 0.541127042881404 9.28877174158987 7.70951049365518
"86" 2.37684584026781 2.236286377037 1.58871048908085 8.13557954564342 3.44385253707696
"87" 0.816751128315134 5.4459835640455 7.6199761052268 7.88279248264399 5.38493190635953
"88" 3.4460598430045 3.48060223352736 -0.329327666906068 5.77893047795971 8.96864508341437
"89" 0.979145416806475 2.16240055105362 1.75144677633175 7.27572167516051 8.71287115023972
"90" 2.7026785003289 1.93554392991523 1.11429553143824 7.57226084200814 6.92732117904576
"91" 1.92353253880483 4.76637316824997 1.12389318905025 3.19602782498646 4.09901188766179
"92" 3.70993767679263 3.28939537518342 1.76559174286132 6.84262334876137 6.60739367772225
"93" 3.16814106963279 3.16366527586595 2.59229378990229 8.88141220506949 8.4194144852951
"94" 0.113605767138227 2.42744182375735 0.973153660286213 4.24479692303033 6.87445780435621
"95" 2.59913292515105 4.86489989289936 0.0346252238178922 5.40705343973519 5.2801538687582
"96" 2.09686602056865 1.60349878629881 2.02111475890135 5.20808405032126 10.7945606898612
"97" 0.514409145479357 2.59447221866049 -0.19621757698894 5.37116690645655 5.93081412641235
"98" 2.20754214995835 5.15147389470249 1.30979171526056 5.85688619425234 9.00654780732778
"99" 3.4839674986872 6.74337100356681 2.20739699336885 7.40955257787246 6.79887186698158
"100" 0.255731209837586 2.77711680814003 -0.172370453061037 6.43391123276182 9.86938320916812
"101" 4.62199772274842 2.09391772298825 -0.0585833037933177 5.83414025031482 6.24600699505442
"102" 0.0284104711118586 4.17051593254178 0.709042402810606 6.49190005005091 9.44845274991345
"103" 1.39231948035166 3.57462480175097 1.21991106247311 8.0494291048591 7.39668367783741
"104" 3.21250637886983 2.4098086113216 2.93876936840372 5.35898332744081 9.09814131317698
"105" 3.74478800574655 1.81898309775018 2.84143329755993 5.42997876983285 6.64681022783276
"106" 1.6586618350112 2.66042543385498 3.39024832288163 5.90274748188864 8.02605723586847
"107" 1.51985733823669 4.40808924159289 1.33123332025753 9.03088008733442 7.30271275386447
"108" 3.12538490292294 3.14573053947078 2.69585728521395 7.6746511689687 4.92426582726051
"109" 1.70652948880147 2.6630151834481 3.12709981887768 5.75582416302213 3.11325674161076
"110" 2.63807677652827 1.02750350820554 4.58741074995879 6.40815359289612 6.5482995071706
"111" 4.46441108301224 3.04825065068744 3.51405686874492 1.92345359844067 6.49103159657403
"112" 2.14154972325106 5.43337989768055 0.263919573222631 5.20748194472796 4.91933459279972
"113" 2.66888768252848 4.3773590526169 1.2427574849065 7.01062978201072 7.90661517157238
"114" -1.80621994990286 4.16036233638197 2.19047728449402 1.7603191804457 5.72289964282828
"115" 2.50198998571437 2.75004506966846 2.02208467964198 5.84102126418502 11.7161136699669
"116" 3.14870876723674 5.38851507745711 2.34799722168945 7.6623492105533 7.30805271502617
"117" 2.49578578826494 2.5443117262126 3.00624282088444 7.83682512138197 6.17542744624242
"118" 2.37130923054037 2.61063680039706 1.86459056616467 6.26793765336961 10.4658268544073
"119" 2.78670896643324 3.85859740641272 0.0362191078540643 7.79007005668697 4.61687728472136
"120" 2.57285032616692 1.30639671456249 2.69922406860694 9.75084112568735 5.17119639502561
"121" -1.24768655710132 4.24902158481188 1.30256178503719 4.26570683465648 7.44719047953492
"122" 2.91969247215887 2.3963130909987 0.0238312191202558 5.66949151272279 3.86275124292364
"123" 1.58538507931867 6.62720962961849 5.20827085679917 8.26219869382151 6.89688307584781
"124" 1.20810100872566 1.98649822174639 4.41362306366628 3.86629009039453 7.65211730658435
"125" 2.98449224526814 -0.472844825093711 1.55472383654961 2.74991088283377 7.334302854389
"126" 2.4609599120649 4.05111023021068 2.54860219687624 5.01692836939404 6.00442734044882
"127" 0.215757979779464 0.81853089378629 -0.705931479404923 6.48096104683734 7.20618348108001
"128" 2.16171207625227 2.67643064799838 1.99686641214375 6.72991302486137 5.64062498127267
"129" 1.23309165748872 3.70441975736145 2.54880140402827 5.37310193390127 5.30044739409713
"130" 1.56165572962224 4.0928457528243 1.50602164390046 7.03400481092746 7.5707898826423
"131" 0.55498377347519 2.79346753187685 0.41356105819427 3.95129287275976 4.66362416284175
"132" 0.0961650433734844 2.09280040450479 4.94771637075709 1.28656207122744 4.16319416132263
"133" 2.12314752227729 5.87378562797291 4.4301422868078 6.16243381385994 8.61912243223367
"134" 4.14791632642285 3.12178335292233 3.08707126091301 6.94542295687927 8.25566612475586
"135" 1.28998234885081 4.03772670098389 -2.13274031660908 4.61493546269914 5.77037174829023
"136" 3.26641994129959 2.43900329195837 -0.0025919248581685 6.18734887908681 7.1468795256336
"137" 3.88232472749096 4.45544219183381 3.60821756303496 7.79604754388925 11.445606309057
"138" 0.978494623647892 3.91586756819421 3.60935127473759 6.03190975986068 7.97743127436956
"139" 2.26721434081082 3.03645075384028 0.779887382568538 4.89620305065155 7.07034690902671
"140" 1.85003010172714 2.8767206754754 1.51945784739298 4.63281041375531 7.43780283108066
"141" 1.12641412695924 1.25872202473696 3.80087326875125 5.75222309425999 4.92008118382966
